,kor_name,ticker
1172,플레이위드,023770
1173,한국캐피탈,023760
1174,한일사료,005860
1175,서연전자,012860
1176,CNH,023460
1177,국영지앤엠,006050
1178,아이이,023430
1179,유진기업,023410
1180,제일제강,023440
1181,보성파워텍,006910
1182,지엠피,018290
1183,태광,023160
1184,영신금속,007530
1185,신라섬유,001000
1186,원일특강,012620
1187,서한,011370
1188,바른손,018700
1189,부방,014470
1190,대명코퍼레이션,007720
1191,대양제지,006580
1192,유니크,011320
1193,진로발효,018120
1194,청보산업,013720
1195,삼보산업,009620
1196,푸드웰,005670
1197,푸른저축은행,007330
1198,피제이전자,006140
1199,그랜드백화점,019010
1200,엠에스씨,009780
1201,데코앤이,017680
1202,행남생활건강,008800
1203,대동금속,020400
1204,광림,014200
1205,대원산업,005710
1206,큐캐피탈,016600
1207,한국가구,004590
1208,포비스티앤씨,016670
1209,중앙에너비스,000440
1210,삼륭물산,014970
1211,경동제약,011040
1212,원풍,008370
1213,네이처셀,007390
1214,삼일기업공사,002290
1215,일지테크,019540
1216,한일화학,007770
1217,한국알콜,017890
1218,대주산업,003310
1219,글로본,019660
1220,세명전기,017510
1221,에이티넘인베스트,021080
1222,대동기어,008830
1223,피에스텍,002230
1224,코센,009730
1225,카스,016920
1226,하이록코리아,013030
1227,SBI인베스트먼트,019550
1228,엠벤처투자,019590
1229,제미니투자,019570
1230,모헨즈,006920
